,3FGL,CLASS1-3FGL,4FGLDR1,CLASS1-4FGLDR1,4FGLDR1-3FGL,4FGLDR2,CLASS1-4FGLDR2,4FGLDR2-3FGL,4FGLDR3,CLASS1-4FGLDR3,4FGLDR3-3FGL,4FGLDR4,CLASS1-4FGLDR4,4FGLDR4-3FGL,status
172,J0127.2+0325,bcu,J0127.2+0324,bll,J0127.2+0325,J0127.2+0324,bll,J0127.2+0325,J0127.2+0324,bll,J0127.2+0325,J0127.2+0324,bll,J0127.2+0325,3
178,J0128.5+4430,fsrq,J0128.5+4440,fsrq,J0128.5+4430,J0128.5+4440,fsrq,J0128.5+4430,J0128.5+4440,fsrq,J0128.5+4430,J0128.5+4440,fsrq,J0128.5+4430,2
179,J0130.8+1441,fsrq,J0129.8+1440,fsrq,J0130.8+1441,J0129.8+1440,fsrq,J0130.8+1441,J0129.8+1440,fsrq,J0130.8+1441,J0129.8+1440,fsrq,J0130.8+1441,2
180,J0131.2+6120,bll,J0131.1+6120,bll,J0131.2+6120,J0131.1+6120,bll,J0131.2+6120,J0131.1+6120,bll,J0131.2+6120,J0131.1+6120,bll,J0131.2+6120,2
181,J0131.3+5548,bcu,J0131.2+5547,bcu,J0131.3+5548,J0131.2+5547,bcu,J0131.3+5548,J0131.2+5547,bcu,J0131.3+5548,J0131.2+5547,bcu,J0131.3+5548,2
183,J0132.5-0802,bcu,J0132.7-0804,bcu,J0132.5-0802,J0132.7-0804,bcu,J0132.5-0802,J0132.7-0804,fsrq,J0132.5-0802,J0132.7-0804,fsrq,J0132.5-0802,3
184,J0132.6-1655,fsrq,J0132.7-1654,fsrq,J0132.6-1655,J0132.7-1654,fsrq,J0132.6-1655,J0132.7-1654,fsrq,J0132.6-1655,J0132.7-1654,fsrq,J0132.6-1655,2
185,J0133.0-4413,bll,J0132.8-4413,bll,J0133.0-4413,J0132.8-4413,bll,J0133.0-4413,J0132.8-4413,bll,J0133.0-4413,J0132.8-4413,bll,J0133.0-4413,2
187,J0133.2-5159,bcu,J0133.1-5201,bcu,J0133.2-5159,J0133.1-5201,fsrq,J0133.2-5159,J0133.1-5201,fsrq,J0133.2-5159,J0133.1-5201,fsrq,J0133.2-5159,3
189,J0133.3+4324,bcu,J0132.8+4324,bcu,J0133.3+4324,J0132.8+4324,bcu,J0133.3+4324,J0132.8+4324,bcu,J0133.3+4324,J0132.8+4324,bcu,J0133.3+4324,2
190,J0134.3-3842,fsrq,J0134.3-3842,fsrq,J0134.3-3842,J0134.3-3842,fsrq,J0134.3-3842,J0134.3-3842,fsrq,J0134.3-3842,J0134.3-3842,fsrq,J0134.3-3842,2
191,J0134.5+2638,bcu,J0134.5+2637,fsrq,J0134.5+2638,J0134.5+2637,fsrq,J0134.5+2638,J0134.5+2637,fsrq,J0134.5+2638,J0134.5+2637,bll,J0134.5+2638,3
193,J0136.5+3905,bll,J0136.5+3906,bll,J0136.5+3905,J0136.5+3906,bll,J0136.5+3905,J0136.5+3906,bll,J0136.5+3905,J0136.5+3906,bll,J0136.5+3905,2
194,J0137.0+4752,fsrq,J0137.0+4751,fsrq,J0137.0+4752,J0137.0+4751,fsrq,J0137.0+4752,J0137.0+4751,fsrq,J0137.0+4752,J0137.0+4751,fsrq,J0137.0+4752,2
195,J0137.6-2430,fsrq,J0137.6-2430,fsrq,J0137.6-2430,J0137.6-2430,fsrq,J0137.6-2430,J0137.6-2430,fsrq,J0137.6-2430,J0137.6-2430,fsrq,J0137.6-2430,2
196,J0137.8+5813,bcu,J0137.9+5814,bll,J0137.8+5813,J0137.9+5814,bll,J0137.8+5813,J0137.9+5814,bll,J0137.8+5813,J0137.9+5814,bll,J0137.8+5813,3
198,J0139.9+8735,bcu,J0140.6+8736,bcu,J0139.9+8735,J0140.6+8736,bcu,J0139.9+8735,J0140.6+8736,bcu,J0139.9+8735,J0140.6+8736,bcu,J0139.9+8735,2
199,J0141.4-0929,bll,J0141.4-0928,bll,J0141.4-0929,J0141.4-0928,bll,J0141.4-0929,J0141.4-0928,bll,J0141.4-0929,J0141.4-0928,bll,J0141.4-0929,2
200,J0143.7-5845,bll,J0143.7-5846,bll,J0143.7-5845,J0143.7-5846,bll,J0143.7-5845,J0143.7-5846,bll,J0143.7-5845,J0143.7-5846,bll,J0143.7-5845,2
201,J0144.6+2705,bll,J0144.6+2705,bll,J0144.6+2705,J0144.6+2705,bll,J0144.6+2705,J0144.6+2705,bll,J0144.6+2705,J0144.6+2705,bll,J0144.6+2705,2
202,J0145.1-2732,fsrq,J0145.0-2732,fsrq,J0145.1-2732,J0145.0-2732,fsrq,J0145.1-2732,J0145.0-2732,fsrq,J0145.1-2732,J0145.0-2732,fsrq,J0145.1-2732,2
203,J0145.6+8600,bcu,J0151.3+8601,bll,J0145.6+8600,J0151.3+8601,bll,J0145.6+8600,J0151.3+8601,bll,J0145.6+8600,J0151.3+8601,bll,J0145.6+8600,3
204,J0146.4-6746,bcu,J0146.0-6746,bcu,J0146.4-6746,J0146.0-6746,bcu,J0146.4-6746,J0146.0-6746,bll,J0146.4-6746,J0146.0-6746,bll,J0146.4-6746,3
205,J0147.0-5204,bcu,J0146.9-5202,bll,J0147.0-5204,J0146.9-5202,bll,J0147.0-5204,J0146.9-5202,bll,J0147.0-5204,J0146.9-5202,bll,J0147.0-5204,3
206,J0148.3+5200,bcu,J0148.2+5201,bll,J0148.3+5200,J0148.2+5201,bll,J0148.3+5200,J0148.2+5201,bll,J0148.3+5200,J0148.2+5201,bll,J0148.3+5200,3
207,J0148.6+0128,bll,J0148.6+0127,bll,J0148.6+0128,J0148.6+0127,bll,J0148.6+0128,J0148.6+0127,bll,J0148.6+0128,J0148.6+0127,bll,J0148.6+0128,2
209,J0150.5-5447,bcu,J0150.6-5448,bcu,J0150.5-5447,J0150.6-5448,bcu,J0150.5-5447,J0150.6-5448,bcu,J0150.5-5447,J0150.6-5448,bcu,J0150.5-5447,2
210,J0151.0-3609,bcu,J0151.4-3607,bcu,J0151.0-3609,J0151.4-3607,bcu,J0151.0-3609,J0151.4-3607,bcu,J0151.0-3609,J0151.4-3607,bcu,J0151.0-3609,2
211,J0151.0+0537,bcu,J0151.0+0539,bcu,J0151.0+0537,J0151.0+0539,bcu,J0151.0+0537,J0151.0+0539,bcu,J0151.0+0537,J0151.0+0539,bcu,J0151.0+0537,2
212,J0151.6+2205,fsrq,J0152.2+2206,fsrq,J0151.6+2205,J0152.2+2206,fsrq,J0151.6+2205,J0152.2+2206,fsrq,J0151.6+2205,J0152.2+2206,fsrq,J0151.6+2205,2
213,J0152.2+3707,bcu,J0152.2+3714,bcu,J0152.2+3707,J0152.2+3714,bcu,J0152.2+3707,J0152.2+3714,bcu,J0152.2+3707,J0152.2+3714,bcu,J0152.2+3707,2
214,J0152.6+0148,bll,J0152.6+0147,bll,J0152.6+0148,J0152.6+0147,bll,J0152.6+0148,J0152.6+0147,bll,J0152.6+0148,J0152.6+0147,bll,J0152.6+0148,2
215,J0152.8+7517,bll,J0153.0+7517,bll,J0152.8+7517,J0153.0+7517,bll,J0152.8+7517,J0153.0+7517,bll,J0152.8+7517,J0153.0+7517,bll,J0152.8+7517,2
216,J0153.4+7114,bcu,J0153.4+7114,rdg,J0153.4+7114,J0153.4+7114,rdg,J0153.4+7114,J0153.4+7114,rdg,J0153.4+7114,J0153.4+7114,rdg,J0153.4+7114,3
217,J0154.0+0824,bll,J0153.9+0823,bll,J0154.0+0824,J0153.9+0823,bll,J0154.0+0824,J0153.9+0823,bll,J0154.0+0824,J0153.9+0823,bll,J0154.0+0824,2
219,J0154.9+4433,bll,J0155.0+4433,bll,J0154.9+4433,J0155.0+4433,bll,J0154.9+4433,J0155.0+4433,bll,J0154.9+4433,J0155.0+4433,bll,J0154.9+4433,2
220,J0156.3+3913,bcu,J0156.5+3914,bcu,J0156.3+3913,J0156.5+3914,bcu,J0156.3+3913,J0156.5+3914,fsrq,J0156.3+3913,J0156.5+3914,fsrq,J0156.3+3913,3
222,J0156.9-4742,bcu,J0156.8-4744,bll,J0156.9-4742,J0156.8-4744,bll,J0156.9-4742,J0156.8-4744,bll,J0156.9-4742,J0156.8-4744,bll,J0156.9-4742,3
223,J0157.0-5301,bll,J0156.9-5301,bll,J0157.0-5301,J0156.9-5301,bll,J0157.0-5301,J0156.9-5301,bll,J0157.0-5301,J0156.9-5301,bll,J0157.0-5301,2
224,J0157.9-4615,fsrq,J0157.7-4614,fsrq,J0157.9-4615,J0157.7-4614,fsrq,J0157.9-4615,J0157.7-4614,fsrq,J0157.9-4615,J0157.7-4614,fsrq,J0157.9-4615,2
225,J0158.6-3931,bll,J0158.5-3932,bll,J0158.6-3931,J0158.5-3932,bll,J0158.6-3931,J0158.5-3932,bll,J0158.6-3931,J0158.5-3932,bll,J0158.6-3931,2
227,J0159.4+1046,bll,J0159.5+1046,bll,J0159.4+1046,J0159.5+1046,bll,J0159.4+1046,J0159.5+1046,bll,J0159.4+1046,J0159.5+1046,bll,J0159.4+1046,2
228,J0159.8-2741,bll,J0159.7-2740,bll,J0159.8-2741,J0159.7-2740,bll,J0159.8-2741,J0159.7-2740,bll,J0159.8-2741,J0159.7-2740,bll,J0159.8-2741,2
230,J0200.9-6635,bcu,J0200.6-6637,bcu,J0200.9-6635,J0200.6-6637,fsrq,J0200.9-6635,J0200.6-6637,fsrq,J0200.9-6635,J0200.6-6637,fsrq,J0200.9-6635,3
231,J0202.3+0851,fsrq,J0202.4+0849,fsrq,J0202.3+0851,J0202.4+0849,fsrq,J0202.3+0851,J0202.4+0849,fsrq,J0202.3+0851,J0202.4+0849,bll,J0202.3+0851,3
232,J0202.5+4206,bll,J0202.7+4204,bll,J0202.5+4206,J0202.7+4204,bll,J0202.5+4206,J0202.7+4204,bll,J0202.5+4206,J0202.7+4204,bll,J0202.5+4206,2
233,J0203.1-0227,bcu,J0202.9-0225,bcu,J0203.1-0227,J0202.9-0225,bcu,J0203.1-0227,J0202.9-0225,bcu,J0203.1-0227,J0202.9-0225,bcu,J0203.1-0227,2
235,J0203.6+3043,bll,J0203.7+3042,bll,J0203.6+3043,J0203.7+3042,bll,J0203.6+3043,J0203.7+3042,bll,J0203.6+3043,J0203.7+3042,bll,J0203.6+3043,2
236,J0204.0+7234,bll,J0203.6+7233,bll,J0204.0+7234,J0203.6+7233,bll,J0204.0+7234,J0203.6+7233,bll,J0204.0+7234,J0203.6+7233,bll,J0204.0+7234,2
237,J0204.2+2420,bcu,J0204.3+2417,bcu,J0204.2+2420,J0204.3+2417,bll,J0204.2+2420,J0204.3+2417,bll,J0204.2+2420,J0204.3+2417,bll,J0204.2+2420,3
238,J0204.8+3212,fsrq,J0205.2+3212,fsrq,J0204.8+3212,J0205.2+3212,fsrq,J0204.8+3212,J0205.2+3212,fsrq,J0204.8+3212,J0205.2+3212,fsrq,J0204.8+3212,2
239,J0205.0+1510,bcu,J0204.8+1513,bcu,J0205.0+1510,J0204.8+1513,bcu,J0205.0+1510,J0204.8+1513,bcu,J0205.0+1510,J0204.8+1513,bcu,J0205.0+1510,2
240,J0205.2-1700,fsrq,J0205.0-1700,fsrq,J0205.2-1700,J0205.0-1700,fsrq,J0205.2-1700,J0205.0-1700,fsrq,J0205.2-1700,J0205.0-1700,fsrq,J0205.2-1700,2
241,J0205.5+6448,PSR,J0205.7+6449,PSR,J0205.5+6448,J0205.7+6449,PSR,J0205.5+6448,J0205.7+6449,PSR,J0205.5+6448,J0205.6+6449e,PWN,J0205.5+6448,3
242,J0205.5+6448,PSR,J0205.7+6449,PSR,J0205.5+6448,J0205.7+6449,PSR,J0205.5+6448,J0205.7+6449,PSR,J0205.5+6448,J0205.7+6449,PSR,J0205.5+6448,2
243,J0206.4-1150,fsrq,J0206.4-1151,fsrq,J0206.4-1150,J0206.4-1151,fsrq,J0206.4-1150,J0206.4-1151,fsrq,J0206.4-1150,J0206.4-1151,fsrq,J0206.4-1150,2
244,J0207.9-3846,bcu,J0207.4-3855,bcu,J0207.9-3846,J0207.4-3855,bcu,J0207.9-3846,J0207.4-3855,bll,J0207.9-3846,J0207.4-3855,bll,J0207.9-3846,3
245,J0208.0-6838,bll,J0208.3-6838,bll,J0208.0-6838,J0208.3-6838,bll,J0208.0-6838,J0208.3-6838,bll,J0208.0-6838,J0208.3-6838,bll,J0208.0-6838,2
246,J0208.6+3522,bll,J0208.6+3523,bll,J0208.6+3522,J0208.6+3523,bll,J0208.6+3522,J0208.6+3523,bll,J0208.6+3522,J0208.6+3523,bll,J0208.6+3522,2
247,J0209.4-5229,bll,J0209.3-5228,bll,J0209.4-5229,J0209.3-5228,bll,J0209.4-5229,J0209.3-5228,bll,J0209.4-5229,J0209.3-5228,bll,J0209.4-5229,2
248,J0209.5+4449,bll,J0209.3+4449,bll,J0209.5+4449,J0209.3+4449,bll,J0209.5+4449,J0209.3+4449,bll,J0209.5+4449,J0209.3+4449,bll,J0209.5+4449,2
249,J0210.7-5101,BCU,J0210.7-5101,FSRQ,J0210.7-5101,J0210.7-5101,FSRQ,J0210.7-5101,J0210.7-5101,FSRQ,J0210.7-5101,J0210.7-5101,FSRQ,J0210.7-5101,3
251,J0211.2+1051,BLL,J0211.2+1051,BLL,J0211.2+1051,J0211.2+1051,BLL,J0211.2+1051,J0211.2+1051,BLL,J0211.2+1051,J0211.2+1051,BLL,J0211.2+1051,2
252,J0211.2-0649,bcu,J0211.1-0646,bcu,J0211.2-0649,J0211.1-0646,bll,J0211.2-0649,J0211.1-0646,bll,J0211.2-0649,J0211.1-0646,bll,J0211.2-0649,3
255,J0212.8-3504,bll,J0212.4-3502,bll,J0212.8-3504,J0212.4-3502,bll,J0212.8-3504,J0212.4-3502,bll,J0212.8-3504,J0212.4-3502,bll,J0212.8-3504,2
256,J0213.0+2245,bll,J0212.9+2244,bll,J0213.0+2245,J0212.9+2244,bll,J0213.0+2245,J0212.9+2244,bll,J0213.0+2245,J0212.9+2244,bll,J0213.0+2245,2
257,J0213.1-2720,bcu,J0212.8-2721,bcu,J0213.1-2720,J0212.8-2721,bcu,J0213.1-2720,J0212.8-2721,bcu,J0213.1-2720,J0212.8-2721,bcu,J0213.1-2720,2
258,J0214.4+5143,bll,J0214.3+5145,bll,J0214.4+5143,J0214.3+5145,bll,J0214.4+5143,J0214.3+5145,bll,J0214.4+5143,J0214.3+5145,bll,J0214.4+5143,2
259,J0214.7-5823,bcu,J0214.4-5822,bcu,J0214.7-5823,J0214.4-5822,bcu,J0214.7-5823,J0214.4-5822,bcu,J0214.7-5823,J0214.4-5822,bcu,J0214.7-5823,2
263,J0216.6-1019,bcu,J0216.6-1015,bcu,J0216.6-1019,J0216.6-1015,bcu,J0216.6-1019,J0216.6-1015,bcu,J0216.6-1019,J0216.6-1015,bcu,J0216.6-1019,2
264,J0217.0-6635,bll,J0216.8-6635,bll,J0217.0-6635,J0216.8-6635,bll,J0217.0-6635,J0216.8-6635,bll,J0217.0-6635,J0216.8-6635,bll,J0217.0-6635,2
265,J0217.1-0833,fsrq,J0217.0-0821,fsrq,J0217.1-0833,J0217.0-0821,fsrq,J0217.1-0833,J0217.0-0821,fsrq,J0217.1-0833,J0217.0-0821,fsrq,J0217.1-0833,2
266,J0217.2+0837,bll,J0217.2+0837,bll,J0217.2+0837,J0217.2+0837,bll,J0217.2+0837,J0217.2+0837,bll,J0217.2+0837,J0217.2+0837,bll,J0217.2+0837,2
268,J0217.5+7349,fsrq,J0217.4+7352,fsrq,J0217.5+7349,J0217.4+7352,fsrq,J0217.5+7349,J0217.4+7352,fsrq,J0217.5+7349,J0217.4+7352,fsrq,J0217.5+7349,2
269,J0217.8+0143,fsrq,J0217.8+0144,fsrq,J0217.8+0143,J0217.8+0144,fsrq,J0217.8+0143,J0217.8+0144,fsrq,J0217.8+0143,J0217.8+0144,fsrq,J0217.8+0143,2
270,J0218.1+4233,PSR,J0218.1+4232,PSR,J0218.1+4233,J0218.1+4232,PSR,J0218.1+4233,J0218.1+4232,MSP,J0218.1+4233,J0218.1+4232,MSP,J0218.1+4233,3
271,J0218.9+3642,bcu,J0218.9+3643,bcu,J0218.9+3642,J0218.9+3643,bcu,J0218.9+3642,J0218.9+3643,bcu,J0218.9+3642,J0218.9+3643,bcu,J0218.9+3642,2
272,J0219.0+2440,bcu,J0219.0+2443,bll,J0219.0+2440,J0219.0+2443,bll,J0219.0+2440,J0219.0+2443,bll,J0219.0+2440,J0219.0+2443,bll,J0219.0+2440,3
274,J0221.1+3556,FSRQ,J0221.1+3556,FSRQ,J0221.1+3556,J0221.1+3556,FSRQ,J0221.1+3556,J0221.1+3556,FSRQ,J0221.1+3556,J0221.1+3556,FSRQ,J0221.1+3556,2
278,J0222.1-1616,fsrq,J0222.0-1616,fsrq,J0222.1-1616,J0222.0-1616,fsrq,J0222.1-1616,J0222.0-1616,fsrq,J0222.1-1616,J0222.0-1616,fsrq,J0222.1-1616,2
279,J0222.6+4301,BLL,J0222.6+4302,BLL,J0222.6+4301,J0222.6+4302,BLL,J0222.6+4301,J0222.6+4302,BLL,J0222.6+4301,J0222.6+4302,BLL,J0222.6+4301,2
280,J0222.9-1117,bll,J0223.1-1117,bll,J0222.9-1117,J0223.1-1117,bll,J0222.9-1117,J0223.1-1117,bll,J0222.9-1117,J0223.1-1117,bll,J0222.9-1117,2
281,J0223.3+6820,bcu,J0223.0+6821,bll,J0223.3+6820,J0223.0+6821,bll,J0223.3+6820,J0223.0+6821,bll,J0223.3+6820,J0223.0+6821,bll,J0223.3+6820,3
286,J0224.1-7941,bcu,J0224.0-7941,bll,J0224.1-7941,J0224.0-7941,bll,J0224.1-7941,J0224.0-7941,bll,J0224.1-7941,J0224.0-7941,bll,J0224.1-7941,3
289,J0225.2-2602,bcu,J0225.1-2604,bcu,J0225.2-2602,J0225.1-2604,bcu,J0225.2-2602,J0225.1-2604,bcu,J0225.2-2602,J0225.1-2604,bcu,J0225.2-2602,2
291,J0226.3+0941,fsrq,J0226.5+0938,fsrq,J0226.3+0941,J0226.5+0938,fsrq,J0226.3+0941,J0226.5+0938,fsrq,J0226.3+0941,J0226.5+0938,fsrq,J0226.3+0941,2
292,J0226.5-4442,bcu,J0226.5-4441,bll,J0226.5-4442,J0226.5-4441,bll,J0226.5-4442,J0226.5-4441,bll,J0226.5-4442,J0226.5-4441,bll,J0226.5-4442,3
294,J0227.2+0201,bll,J0227.3+0201,bll,J0227.2+0201,J0227.3+0201,bll,J0227.2+0201,J0227.3+0201,bll,J0227.2+0201,J0227.3+0201,bll,J0227.2+0201,2
295,J0228.0+2248,bcu,J0227.8+2246,bcu,J0228.0+2248,J0227.8+2246,bcu,J0228.0+2248,J0227.8+2246,bcu,J0228.0+2248,J0227.8+2246,bcu,J0228.0+2248,2
296,J0228.3-5545,fsrq,J0228.3-5547,fsrq,J0228.3-5545,J0228.3-5547,fsrq,J0228.3-5545,J0228.3-5547,fsrq,J0228.3-5545,J0228.3-5547,fsrq,J0228.3-5545,2
299,J0228.7-3106,bcu,J0228.2-3102,bcu,J0228.7-3106,J0228.2-3102,bcu,J0228.7-3106,J0228.2-3102,bcu,J0228.7-3106,J0228.2-3102,bcu,J0228.7-3106,2
300,J0229.3-3643,fsrq,J0229.5-3644,fsrq,J0229.3-3643,J0229.5-3644,fsrq,J0229.3-3643,J0229.5-3644,fsrq,J0229.3-3643,J0229.5-3644,fsrq,J0229.3-3643,2
301,J0230.6-5757,bll,J0231.2-5754,bll,J0230.6-5757,J0231.2-5754,bll,J0230.6-5757,J0231.2-5754,bll,J0230.6-5757,J0231.2-5754,bll,J0230.6-5757,2
302,J0230.8+4032,fsrq,J0230.8+4032,fsrq,J0230.8+4032,J0230.8+4032,fsrq,J0230.8+4032,J0230.8+4032,fsrq,J0230.8+4032,J0230.8+4032,fsrq,J0230.8+4032,2
305,J0232.8+2016,bll,J0232.8+2018,bll,J0232.8+2016,J0232.8+2018,bll,J0232.8+2016,J0232.8+2018,bll,J0232.8+2016,J0232.8+2018,bll,J0232.8+2016,2
306,J0232.9+2606,bcu,J0232.9+2608,bll,J0232.9+2606,J0232.9+2608,bll,J0232.9+2606,J0232.9+2608,bll,J0232.9+2606,J0232.9+2608,bll,J0232.9+2606,3
310,J0236.7-6136,fsrq,J0236.8-6136,fsrq,J0236.7-6136,J0236.8-6136,fsrq,J0236.7-6136,J0236.8-6136,fsrq,J0236.7-6136,J0236.8-6136,fsrq,J0236.7-6136,2
311,J0237.5-3603,bll,J0237.6-3602,bll,J0237.5-3603,J0237.6-3602,bll,J0237.5-3603,J0237.6-3602,bll,J0237.5-3603,J0237.6-3602,bll,J0237.5-3603,2
312,J0237.9+2848,FSRQ,J0237.8+2848,FSRQ,J0237.9+2848,J0237.8+2848,FSRQ,J0237.9+2848,J0237.8+2848,FSRQ,J0237.9+2848,J0237.8+2848,FSRQ,J0237.9+2848,2
314,J0238.3-3904,bll,J0238.1-3905,bll,J0238.3-3904,J0238.1-3905,bll,J0238.3-3904,J0238.1-3905,bll,J0238.3-3904,J0238.1-3905,bll,J0238.3-3904,2
315,J0238.4-3117,bll,J0238.4-3116,bll,J0238.4-3117,J0238.4-3116,bll,J0238.4-3117,J0238.4-3116,bll,J0238.4-3117,J0238.4-3116,bll,J0238.4-3117,2
316,J0238.6+1636,BLL,J0238.6+1637,BLL,J0238.6+1636,J0238.6+1637,BLL,J0238.6+1636,J0238.6+1637,BLL,J0238.6+1636,J0238.6+1637,BLL,J0238.6+1636,2
320,J0240.5+6113,HMB,J0240.5+6113,HMB,J0240.5+6113,J0240.5+6113,HMB,J0240.5+6113,J0240.5+6113,HMB,J0240.5+6113,J0240.5+6113,HMB,J0240.5+6113,2
321,J0241.3+6542,bcu,J0241.3+6543,bll,J0241.3+6542,J0241.3+6543,bll,J0241.3+6542,J0241.3+6543,bll,J0241.3+6542,J0241.3+6543,bll,J0241.3+6542,3
323,J0242.3+1059,fsrq,J0242.3+1102,fsrq,J0242.3+1059,J0242.3+1102,fsrq,J0242.3+1059,J0242.3+1102,fsrq,J0242.3+1059,J0242.3+1102,fsrq,J0242.3+1059,2
324,J0242.7-0001,sbg,J0242.6-0000,sbg,J0242.7-0001,J0242.6-0000,sbg,J0242.7-0001,J0242.6-0000,sbg,J0242.7-0001,J0242.6-0000,sbg,J0242.7-0001,2
325,J0243.5+7119,bll,J0243.4+7119,bll,J0243.5+7119,J0243.4+7119,bll,J0243.5+7119,J0243.4+7119,bll,J0243.5+7119,J0243.4+7119,bll,J0243.5+7119,2
326,J0244.4-8224,bcu,J0250.2-8224,bcu,J0244.4-8224,J0250.2-8224,bcu,J0244.4-8224,J0250.2-8224,bcu,J0244.4-8224,J0250.2-8224,bcu,J0244.4-8224,2
328,J0244.8-5818,bll,J0244.6-5819,bll,J0244.8-5818,J0244.6-5819,bll,J0244.8-5818,J0244.6-5819,bll,J0244.8-5818,J0244.6-5819,bll,J0244.8-5818,2
329,J0245.4+2410,fsrq,J0245.4+2408,fsrq,J0245.4+2410,J0245.4+2408,fsrq,J0245.4+2410,J0245.4+2408,fsrq,J0245.4+2410,J0245.4+2408,fsrq,J0245.4+2410,2
330,J0245.9-4651,fsrq,J0245.9-4650,fsrq,J0245.9-4651,J0245.9-4650,fsrq,J0245.9-4651,J0245.9-4650,fsrq,J0245.9-4651,J0245.9-4650,fsrq,J0245.9-4651,2
332,J0248.5+4232,psr,J0248.6+4230,PSR,J0248.5+4232,J0248.6+4230,PSR,J0248.5+4232,J0248.6+4230,MSP,J0248.5+4232,J0248.6+4230,MSP,J0248.5+4232,3
333,J0248.5+6022,PSR,J0248.4+6021,PSR,J0248.5+6022,J0248.4+6021,PSR,J0248.5+6022,J0248.4+6021,PSR,J0248.5+6022,J0248.4+6021,PSR,J0248.5+6022,2
334,J0249.1+8438,bcu,J0250.6+8435,bcu,J0249.1+8438,J0250.6+8435,bcu,J0249.1+8438,J0250.6+8435,bcu,J0249.1+8438,J0250.6+8435,bcu,J0249.1+8438,2
335,J0250.6+1713,fsrq,J0250.6+1712,bll,J0250.6+1713,J0250.6+1712,bll,J0250.6+1713,J0250.6+1712,bll,J0250.6+1713,J0250.6+1712,bll,J0250.6+1713,3
336,J0250.6+5630,bcu,J0250.7+5630,bcu,J0250.6+5630,J0250.7+5630,bcu,J0250.6+5630,J0250.7+5630,bcu,J0250.6+5630,J0250.7+5630,bcu,J0250.6+5630,2
337,J0251.1+2603,psr,J0251.0+2605,PSR,J0251.1+2603,J0251.0+2605,PSR,J0251.1+2603,J0251.0+2605,MSP,J0251.1+2603,J0251.0+2605,MSP,J0251.1+2603,3
339,J0251.5-5959,fsrq,J0251.5-5958,fsrq,J0251.5-5959,J0251.5-5958,fsrq,J0251.5-5959,J0251.5-5958,fsrq,J0251.5-5959,J0251.5-5958,fsrq,J0251.5-5959,2
340,J0252.3+3830,fsrq,J0252.9+3834,fsrq,J0252.3+3830,J0252.9+3834,fsrq,J0252.3+3830,J0252.9+3834,fsrq,J0252.3+3830,J0252.9+3834,fsrq,J0252.3+3830,2
341,J0252.8-2218,fsrq,J0252.8-2219,fsrq,J0252.8-2218,J0252.8-2219,fsrq,J0252.8-2218,J0252.8-2219,fsrq,J0252.8-2218,J0252.8-2219,fsrq,J0252.8-2218,2
342,J0253.0-0125,bll,J0253.2-0124,bll,J0253.0-0125,J0253.2-0124,bll,J0253.0-0125,J0253.2-0124,bll,J0253.0-0125,J0253.2-0124,bll,J0253.0-0125,2
343,J0253.1-5438,fsrq,J0253.2-5441,fsrq,J0253.1-5438,J0253.2-5441,fsrq,J0253.1-5438,J0253.2-5441,fsrq,J0253.1-5438,J0253.2-5441,fsrq,J0253.1-5438,2
344,J0253.5+3216,bcu,J0253.5+3216,fsrq,J0253.5+3216,J0253.5+3216,fsrq,J0253.5+3216,J0253.5+3216,fsrq,J0253.5+3216,J0253.5+3216,fsrq,J0253.5+3216,3
345,J0253.8+5104,fsrq,J0253.9+5103,fsrq,J0253.8+5104,J0253.9+5103,fsrq,J0253.8+5104,J0253.9+5103,fsrq,J0253.8+5104,J0253.9+5103,fsrq,J0253.8+5104,2
347,J0255.8+0532,bcu,J0255.8+0534,bll,J0255.8+0532,J0255.8+0534,bll,J0255.8+0532,J0255.8+0534,bll,J0255.8+0532,J0255.8+0534,bll,J0255.8+0532,3
348,J0256.3+0335,bcu,J0256.3+0334,bll,J0256.3+0335,J0256.3+0334,bll,J0256.3+0335,J0256.3+0334,bll,J0256.3+0335,J0256.3+0334,bll,J0256.3+0335,3
349,J0257.8-1216,fsrq,J0257.9-1215,fsrq,J0257.8-1216,J0257.9-1215,fsrq,J0257.8-1216,J0257.9-1215,fsrq,J0257.8-1216,J0257.9-1215,fsrq,J0257.8-1216,2
350,J0258.0+2030,bll,J0258.1+2030,bll,J0258.0+2030,J0258.1+2030,bll,J0258.0+2030,J0258.1+2030,bll,J0258.0+2030,J0258.1+2030,bll,J0258.0+2030,2
353,J0259.5+0746,fsrq,J0259.4+0746,fsrq,J0259.5+0746,J0259.4+0746,fsrq,J0259.5+0746,J0259.4+0746,fsrq,J0259.5+0746,J0259.4+0746,fsrq,J0259.5+0746,2
354,J0301.4-1652,bcu,J0301.0-1652,bcu,J0301.4-1652,J0301.0-1652,bll,J0301.4-1652,J0301.0-1652,bll,J0301.4-1652,J0301.0-1652,bll,J0301.4-1652,3
355,J0301.8-7157,bcu,J0301.6-7155,fsrq,J0301.8-7157,J0301.6-7155,fsrq,J0301.8-7157,J0301.6-7155,fsrq,J0301.8-7157,J0301.5-7156,fsrq,J0301.8-7157,3
356,J0301.8-2721,bcu,J0301.9-2731,bcu,J0301.8-2721,J0301.9-2731,bcu,J0301.8-2721,J0301.9-2731,bcu,J0301.8-2721,J0301.9-2731,bcu,J0301.8-2721,2
